Title,Keywords,APIName,Description,Namespace,Guid,Type
AreaBasedLoadBoundaryLineData,"AreaBasedLoadBoundaryLineData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData,,Autodesk.Revit.DB.Electrical,b852c297-3549-69f4-4fee-0e0963be34e7,methods
AnalyticalPanel,"AnalyticalPanel class, about AnalyticalPanel class",T:Autodesk.Revit.DB.Structure.AnalyticalPanel,An element that represents a surface in the Structural Analytical Model.,Autodesk.Revit.DB.Structure,b88181d3-743b-8cca-8fb3-0cc13e5d70aa,class
VoltAmperesPerSquareFoot,UnitTypeId.VoltAmperesPerSquareFoot property,P:Autodesk.Revit.DB.UnitTypeId.VoltAmperesPerSquareFoot,Volt amperes per square foot.,Autodesk.Revit.DB,b8d21904-27a2-f4ea-ebde-ef0baba8de98,property
ExternalDataInstanceAddedIntoDocumentEventArgs,"ExternalDataInstanceAddedIntoDocumentEventArgs class, about ExternalDataInstanceAddedIntoDocumentEventArgs class",T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs,The event arguments used by the ExternalDataInstanceAddedInto event.,Autodesk.Revit.DB.Events,b93d3383-21af-d252-06ff-9d0ed7f75ea9,class
IsSingleCurve,AnalyticalElement.IsSingleCurve method,M:Autodesk.Revit.DB.Structure.AnalyticalElement.IsSingleCurve,Indicates if the Analytical Element can be expressed as a single curve.,Autodesk.Revit.DB.Structure,b9d6eb46-2e7d-4501-004e-704b69600d1f,method
AnalyticalOpening,"AnalyticalOpening class, properties",Properties.T:Autodesk.Revit.DB.Structure.AnalyticalOpening,,Autodesk.Revit.DB.Structure,bbcbb6e1-820d-6cc1-fb89-24d8eb6f6df5,properties
IFCExternalServiceUIData,"IFCExternalServiceUIData class, about IFCExternalServiceUIData class",T:Autodesk.Revit.UI.IFCExternalServiceUIData,UI data wrapper for IFCExternalServiceUIData.,Autodesk.Revit.UI,bbd91fea-754e-fb79-4383-dcb3ef22efac,class
LayerElemOffsetFromHostParam,ParameterTypeId.LayerElemOffsetFromHostParam property,P:Autodesk.Revit.DB.ParameterTypeId.LayerElemOffsetFromHostParam,"""Offset From Host""",Autodesk.Revit.DB,bbdd1e3e-eb09-cf16-3cef-0468e45cf5c9,property
AlignByFace,RebarPropagation.AlignByFace method,"M:Autodesk.Revit.DB.Structure.RebarPropagation.AlignByFace(Autodesk.Revit.DB.Document,System.Collections.Generic.IList{Autodesk.Revit.DB.Structure.Rebar},Autodesk.Revit.DB.Reference,Autodesk.Revit.DB.Reference)","It will copy the source rebars, will align them to the destination face based on the source face and adapt them to destination host.",Autodesk.Revit.DB.Structure,bbfb8474-26cd-9568-8c0f-8dd5d4052c8f,method
GetPlacementOnSheetStatus,View.GetPlacementOnSheetStatus method,M:Autodesk.Revit.DB.View.GetPlacementOnSheetStatus,Determines if this view placed on a sheet completely or partially.,Autodesk.Revit.DB,bc769050-18b4-e147-b1ac-753c11b62c70,method
IfcExportElementTypeAs,ParameterTypeId.IfcExportElementTypeAs property,P:Autodesk.Revit.DB.ParameterTypeId.IfcExportElementTypeAs,"""Export Type to IFC As""",Autodesk.Revit.DB,bcc357a2-daff-00a4-2607-4f7da2f63cb0,property
IsValidObject,LevelAssociationData.IsValidObject property,P:Autodesk.Revit.DB.LevelAssociationData.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB,bdc0b45d-d0f8-a459-b271-c3f212390d47,property
DocumentDifference,"DocumentDifference class, properties",Properties.T:Autodesk.Revit.DB.DocumentDifference,,Autodesk.Revit.DB,bf0d8b20-baa1-a8e2-8229-5b1bdbfc8b85,properties
CreateNotEndsWithRule,ParameterFilterRuleFactory.CreateNotEndsWithRule method,Overload:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotEndsWithRule,,Autodesk.Revit.DB,bf313835-139c-f9b2-457b-640a0e115813,method
MepSpotTopElevationIncludeInsulation,ParameterTypeId.MepSpotTopElevationIncludeInsulation property,P:Autodesk.Revit.DB.ParameterTypeId.MepSpotTopElevationIncludeInsulation,"""Spot Top of Insulation Elevation""",Autodesk.Revit.DB,bfaeef4a-9083-52a0-db35-7210de3021a5,property
AnalyticalSpace,ParameterTypeId.AnalyticalSpace property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticalSpace,"""Analytical Space""",Autodesk.Revit.DB,c0998e34-4230-ea28-dca3-649ff1b6518f,property
InvalidSketchForToposolid,BuiltInFailures.SketchFailures.InvalidSketchForToposolid property,P:Autodesk.Revit.DB.BuiltInFailures.SketchFailures.InvalidSketchForToposolid,Toposolid sketch is invalid.,Autodesk.Revit.DB,c17cbfe5-b888-c9b9-ad05-3b8a6e28fe75,property
OBJImportOptions,,M:Autodesk.Revit.DB.OBJImportOptions.#ctor(Autodesk.Revit.DB.OBJImportOptions),Constructs a new instance of OBJImportOptions as a copy of the import options.,Autodesk.Revit.DB,c22d80b8-c999-95ca-4657-8227a92380a4,
GetAreaBasedLoadIds,ElectricalLoadAreaData.GetAreaBasedLoadIds method,M:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData.GetAreaBasedLoadIds,Gets the area based load ids of the electrical load area to be included.,Autodesk.Revit.DB.Electrical,c27d0636-3568-7c77-2f23-350489260904,method
ImportLevels,AXMImportOptions.ImportLevels property,P:Autodesk.Revit.DB.AXMImportOptions.ImportLevels,Indicate if levels are to be imported. False by default.,Autodesk.Revit.DB,c2a388c5-3ebe-695d-be45-8334f51a67f3,property
BuiltInCategory,Category.BuiltInCategory property,P:Autodesk.Revit.DB.Category.BuiltInCategory,Gets the BuiltInCategory value for this category.,Autodesk.Revit.DB,c3359fec-7b8d-d106-9380-3ba232ac4d14,property
OvalFramingWidth,ParameterTypeId.OvalFramingWidth property,P:Autodesk.Revit.DB.ParameterTypeId.OvalFramingWidth,"""Oval Width""",Autodesk.Revit.DB,c35581b7-fdeb-3b10-a69d-e9c3a6d1bd27,property
RebarPropagation,"RebarPropagation class, about RebarPropagation class",T:Autodesk.Revit.DB.Structure.RebarPropagation,An utility class containing functions that can be used to propagate rebar elements.,Autodesk.Revit.DB.Structure,c3d2d1ea-47e5-12d6-40a9-25fa3cf15fb7,class
Split,,M:Autodesk.Revit.DB.ViewSchedule.Split(System.Collections.Generic.IList{System.Double}),Splits the schedule into several segments by given height of each segment.,Autodesk.Revit.DB,c3f8f4e7-8430-f471-3a82-39e5c8f36bb8,
StiffenerClassification,ParameterTypeId.StiffenerClassification property,P:Autodesk.Revit.DB.ParameterTypeId.StiffenerClassification,"""Classification""",Autodesk.Revit.DB,c4a3b0a6-7a68-8000-e627-b911d79bee85,property
AnalyticalPanel,"AnalyticalPanel class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalPanel,,Autodesk.Revit.DB.Structure,c4fea2dd-0466-37e5-1910-3502dcaa9c81,methods
IsValidHostId,PointLoad.IsValidHostId method,"M:Autodesk.Revit.DB.Structure.PointLoad.IsValidHostId(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId)",Indicates if the provided host id can host point loads The document containing both the host and the load The id of the analytical panel that is about to host a point load True if a point load can be placed on the input host id,Autodesk.Revit.DB.Structure,c5304968-914f-7e7e-ea26-ffd6e1dee6d5,method
IsValidStructuralRole,AnalyticalElement.IsValidStructuralRole method,M:Autodesk.Revit.DB.Structure.AnalyticalElement.IsValidStructuralRole(Autodesk.Revit.DB.Structure.AnalyticalStructuralRole),Checks whether the value set for Analytical Structural Role is valid for an Analytical Element.,Autodesk.Revit.DB.Structure,c53f8bf2-a819-c1c8-890b-f2571c087549,method
AnalyticalEquipmentLoadData,"AnalyticalEquipmentLoadData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData,,Autodesk.Revit.DB.Electrical,c554b497-9bd9-ec60-47bf-28dbb7c7ea50,methods
ChangeHostReference,ConnectorElement.ChangeHostReference method,Overload:Autodesk.Revit.DB.ConnectorElement.ChangeHostReference,,Autodesk.Revit.DB,c5862502-8bcb-ff4d-5f78-7ee301282dc5,method
LeadersPresentationMode,ShowSpecificLeaders enumeration member,T:Autodesk.Revit.DB.LeadersPresentationMode,Leaders Presentation Mode.,Autodesk.Revit.DB,c5c35015-1763-6017-7a06-e6f3710e57d3,member
LoadDensity,AreaBasedLoadType.LoadDensity property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.LoadDensity,The load density of area based load type.,Autodesk.Revit.DB.Electrical,c5e2214a-d88b-11aa-e981-301abed3ff5e,property
RbsElecApparentPowerDensity,ParameterTypeId.RbsElecApparentPowerDensity property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecApparentPowerDensity,"""Apparent Power Density""",Autodesk.Revit.DB,c64ba2ee-a732-fb91-b40c-af793b6d1ee1,property
IsValidForGridAspectRatio,OBJExportOptions.IsValidForGridAspectRatio method,M:Autodesk.Revit.DB.OBJExportOptions.IsValidForGridAspectRatio(System.Double),Checks whether the value is allowed (is in the allowed range) for GridAspectRatio tessellation parameter.,Autodesk.Revit.DB,c68db8c2-48d0-8b2b-7034-9ce2640206a7,method
SetLockSlot,PanelScheduleView.SetLockSlot method,"M:Autodesk.Revit.DB.Electrical.PanelScheduleView.SetLockSlot(System.Int32,System.Int32,System.Boolean)",Set lock state for a circuit slot at specific cell.,Autodesk.Revit.DB.Electrical,c6d88e84-7f6a-9c29-b026-1f87c74bca62,method
PowerFactor,AnalyticalEquipmentLoadData.PowerFactor property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.PowerFactor,The power factor of analytical equipment load.,Autodesk.Revit.DB.Electrical,c742092d-774b-b5af-81fe-1c84d71bab86,property
Create,ElectricalAnalyticalNode.Create method,"M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNodeType,System.String)",Creates an electrical analytical node.,Autodesk.Revit.DB.Electrical,c751bc8b-9141-efbb-3b86-1be8b94a8c69,method
AnalyticalTransferSwitchData,"AnalyticalTransferSwitchData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData,,Autodesk.Revit.DB.Electrical,c872bce2-e5fa-0ecc-74c4-47984db9ffc3,methods
Start,ReleaseConditions.Start property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.Start,"Gets or Sets the position of release type. True for start, false for end.",Autodesk.Revit.DB.Structure,c87cadd6-0ab4-53d7-f86e-53436cd5e867,property
RbsElecAnalyticalFeederLength,ParameterTypeId.RbsElecAnalyticalFeederLength property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecAnalyticalFeederLength,"""Length""",Autodesk.Revit.DB,c9b142fe-77fb-4cbf-4b55-f63e86cc4fad,property
AnalyticalTransferSwitchData,"AnalyticalTransferSwitchData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData,,Autodesk.Revit.DB.Electrical,c9e02db0-92a5-f7e4-a717-9eb3cca40f9c,properties
Parameter,ElectricalAnalyticalNode.Parameter property,Overload:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.Parameter,,Autodesk.Revit.DB.Electrical,ca28c202-efc7-45c1-07c4-c89a08634505,property
DocumentDifference,"DocumentDifference class, methods",Methods.T:Autodesk.Revit.DB.DocumentDifference,,Autodesk.Revit.DB,ca6f417f-dc06-cc7e-0bb9-5e1e091bf6b0,methods
IsElementWithoutSketch,SketchEditScope.IsElementWithoutSketch method,M:Autodesk.Revit.DB.SketchEditScope.IsElementWithoutSketch(Autodesk.Revit.DB.ElementId),Validates if an element can have a sketch but currently does not.,Autodesk.Revit.DB,ca9debb4-73b6-ce7c-742a-f7a8ab0588da,method
ViewOrganizationId,IViewSheetSet.ViewOrganizationId property,P:Autodesk.Revit.DB.IViewSheetSet.ViewOrganizationId,to the for non-sheet views.,Autodesk.Revit.DB,cab190d0-c36b-4bdb-1259-93241c94fd58,property
IsFilteredBySheet,ScheduleDefinition.IsFilteredBySheet property,P:Autodesk.Revit.DB.ScheduleDefinition.IsFilteredBySheet,Indicates if the schedule is set to filter by sheet.,Autodesk.Revit.DB,cb831874-15f8-aaa0-f2e5-aafef137f0af,property
Parameter,AnalyticalOpening.Parameter property,Overload:Autodesk.Revit.DB.Structure.AnalyticalOpening.Parameter,,Autodesk.Revit.DB.Structure,cc48a6b4-f519-90ef-62cb-93c36e2ab291,property
GetLevelIdsInRange,AreaBasedLoadBoundaryLineData.GetLevelIdsInRange method,M:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.GetLevelIdsInRange,Returns level ids between the top level and the bottom level (including the top level and the bottom level) of the area based load boundary line.,Autodesk.Revit.DB.Electrical,cc6beeb3-928d-4220-7b5f-a3f1b14c344c,method
EnterNonNegativeValue,BuiltInFailures.GeneralFailures.EnterNonNegativeValue property,P:Autodesk.Revit.DB.BuiltInFailures.GeneralFailures.EnterNonNegativeValue,Enter a non-negative value.,Autodesk.Revit.DB,ccb854d5-15a3-8ceb-f569-6a111bb80b5a,property
ViewSolarstudySingledayDatetimeText,ParameterTypeId.ViewSolarstudySingledayDatetimeText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudySingledayDatetimeText,"""Single day date and time text""",Autodesk.Revit.DB,cd606a4d-7116-5f74-fe15-5ac615cffeef,property
ItemId,ExternalDataInstanceAddedIntoDocumentEventArgs.ItemId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs.ItemId,The id of the external data item to which a new reference has been added.,Autodesk.Revit.DB.Events,cd7219cc-bb33-74ad-1622-bd4fcc7f056a,property
ZoneExistsNotEnclosedRoom,BuiltInFailures.ZoneFailures.ZoneExistsNotEnclosedRoom property,P:Autodesk.Revit.DB.BuiltInFailures.ZoneFailures.ZoneExistsNotEnclosedRoom,Zone has a room not enclosed.,Autodesk.Revit.DB,cd8f390c-ddac-8823-4fd0-a3850b735e4e,property
ElectricalAnalyticalNode,"ElectricalAnalyticalNode class, methods",Methods.T:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode,,Autodesk.Revit.DB.Electrical,cdb70bbc-c78d-bafe-4e70-5a1aa2052d56,methods
Tilt,ParameterTypeId.Tilt property,P:Autodesk.Revit.DB.ParameterTypeId.Tilt,"""Tilt""",Autodesk.Revit.DB,ceb2ed2b-9935-33d3-cf25-16d60cdaa614,property
LockAlignmentUiToggle,ParameterTypeId.LockAlignmentUiToggle property,P:Autodesk.Revit.DB.ParameterTypeId.LockAlignmentUiToggle,"""Lock"": This is used by the UI to allow selection of lock alignment.",Autodesk.Revit.DB,cee2b8b6-159e-77c1-07dc-a98199a07667,property
ApparentPowerDensity,AreaBasedLoadType.ApparentPowerDensity property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.ApparentPowerDensity,The apparent power density of area based load type.,Autodesk.Revit.DB.Electrical,cf56443e-b4d5-9fcf-9c44-a818249b9dca,property
ToposolidElevationAtTop,ParameterTypeId.ToposolidElevationAtTop property,P:Autodesk.Revit.DB.ParameterTypeId.ToposolidElevationAtTop,"""Elevation at Top""",Autodesk.Revit.DB,d01d0805-b2ad-ea4b-0548-375f19161fc2,property
ReleaseConditions,ReleaseConditions.ReleaseConditions constructor,Overload:Autodesk.Revit.DB.Structure.ReleaseConditions.#ctor,,Autodesk.Revit.DB.Structure,d0d81781-b683-ba87-9c1d-074417bcdb7a,constructor
ImportInstanceCuttingInView,ParameterTypeId.ImportInstanceCuttingInView property,P:Autodesk.Revit.DB.ParameterTypeId.ImportInstanceCuttingInView,"""Enable Cutting in Views""",Autodesk.Revit.DB,d152cd8b-528e-374a-5eb4-fd62eed1c519,property
ViewSolarstudyAnimationSpeedValue,ParameterTypeId.ViewSolarstudyAnimationSpeedValue property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyAnimationSpeedValue,"""Loop animation speed""",Autodesk.Revit.DB,d1940ac3-3d0a-c94b-05a3-eba1792bdbe9,property
Link,,"M:Autodesk.Revit.DB.Document.Link(System.String,Autodesk.Revit.DB.STLImportOptions,Autodesk.Revit.DB.View)",Links an STL file into the project document.,Autodesk.Revit.DB,d2a98d4f-d64e-6941-2c5b-fc43ead1b6f3,
ViewSolarstudyIsMultidayStudyType,ParameterTypeId.ViewSolarstudyIsMultidayStudyType property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyIsMultidayStudyType,"""Multi-day study""",Autodesk.Revit.DB,d2ba855e-aebf-018a-1fb9-3317b1f26aae,property
IsValidObject,AnalyticalDistributionNodePropertyData.IsValidObject property,P:Autodesk.Revit.DB.Electrical.AnalyticalDistributionNodePropertyData.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB.Electrical,d3767f0c-ecb2-e6bc-3b6f-0a65f71204b2,property
ZoneElementDomainData,"ZoneElementDomainData class, properties",Properties.T:Autodesk.Revit.DB.Mechanical.ZoneElementDomainData,,Autodesk.Revit.DB.Mechanical,d52f067b-013b-e0b7-cec7-09e8db0c2aa3,properties
ParamId,IFCExternalServiceUIData.ParamId property,P:Autodesk.Revit.UI.IFCExternalServiceUIData.ParamId,the parameter id,Autodesk.Revit.UI,d5433a86-63c6-8000-9aec-534abf5a81dd,property
IfcExportPredefinedtype,ParameterTypeId.IfcExportPredefinedtype property,P:Autodesk.Revit.DB.ParameterTypeId.IfcExportPredefinedtype,"""IFC Predefined Type""",Autodesk.Revit.DB,d5fea530-a81d-70a7-311e-9a4ae7a52051,property
PhasesNumber,AreaBasedLoadData.PhasesNumber property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.PhasesNumber,The Phases Number of the area based load.,Autodesk.Revit.DB.Electrical,d63e643c-917f-ca52-5d3a-af59cb7b5343,property
SelectedIFCItem,IFCExternalServiceUIData.SelectedIFCItem property,P:Autodesk.Revit.UI.IFCExternalServiceUIData.SelectedIFCItem,"The selected IFC Item (can be IFC Entity, or PredefinedType)",Autodesk.Revit.UI,d6a2a793-b596-420d-2533-c3001317990d,property
MepLowerCenterlineElevation,ParameterTypeId.MepLowerCenterlineElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepLowerCenterlineElevation,"""Lower End Centerline Elevation""",Autodesk.Revit.DB,d7041608-9e6e-c954-6ea9-5054475f5d44,property
IsBuiltInParameter,ParameterUtils.IsBuiltInParameter method,Overload:Autodesk.Revit.DB.ParameterUtils.IsBuiltInParameter,,Autodesk.Revit.DB,d7296086-d75d-5f67-9a39-7a3b80f477a6,method
SetMemberForces,,"M:Autodesk.Revit.DB.Structure.AnalyticalMember.SetMemberForces(System.Boolean,Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ)",Sets Member Forces to Analytical Member.,Autodesk.Revit.DB.Structure,d72e983a-bb75-30e2-5dac-373a9c28d7cc,
STLImportOptions,"STLImportOptions class, methods",Methods.T:Autodesk.Revit.DB.STLImportOptions,,Autodesk.Revit.DB,d7c50ba3-463c-fc79-170f-3aec2104b129,methods
VoltAmperesPerSquareMeter,UnitTypeId.VoltAmperesPerSquareMeter property,P:Autodesk.Revit.DB.UnitTypeId.VoltAmperesPerSquareMeter,Volt amperes per square meter.,Autodesk.Revit.DB,d7e79ea9-09d4-29c9-1262-f5debc0e3aba,property
Spare,ElectricalLoadClassification.Spare property,P:Autodesk.Revit.DB.Electrical.ElectricalLoadClassification.Spare,Indicates if this load classification is to be used for spare.,Autodesk.Revit.DB.Electrical,d838962d-bba2-9010-1540-e57e412948ac,property
DeleteWorksetSettings,Autodesk.Revit.DB.DeleteWorksetSettings class,AllMembers.T:Autodesk.Revit.DB.DeleteWorksetSettings,,Autodesk.Revit.DB,d97c0550-06ff-73ec-361c-9e0ec1dbe310,class
Dispose,ScheduleHeightsOnSheet.Dispose method,M:Autodesk.Revit.DB.ScheduleHeightsOnSheet.Dispose,Releases all resources used by the,Autodesk.Revit.DB,d99c078f-8c99-93e8-6759-286e021b250d,method
LowestAssociatedLevelAboveHighestAssociatedLevel,BuiltInFailures.AnalyticalModelFailures.LowestAssociatedLevelAboveHighestAssociatedLevel property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.LowestAssociatedLevelAboveHighestAssociatedLevel,The Lowest Associated Level is set above the Highest Associated Level,Autodesk.Revit.DB,da613fef-858f-a423-2b1c-2ca286a8cf4a,property
AXMImportOptions,"AXMImportOptions class, properties",Properties.T:Autodesk.Revit.DB.AXMImportOptions,,Autodesk.Revit.DB,db97f638-64e0-05bb-35df-874501a7fcf8,properties
ViewportView,ParameterTypeId.ViewportView property,P:Autodesk.Revit.DB.ParameterTypeId.ViewportView,"""View""",Autodesk.Revit.DB,dcb5c042-6ce3-b2bf-bd46-70192595b1cf,property
IfcExportElement,ParameterTypeId.IfcExportElement property,P:Autodesk.Revit.DB.ParameterTypeId.IfcExportElement,"""Export to IFC""",Autodesk.Revit.DB,dd9a48fd-b9d0-e6c5-4aae-57527cd70680,property
My,ReleaseConditions.My property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.My,Gets or Sets the My of the release type.,Autodesk.Revit.DB.Structure,de48cd8d-eb29-de4f-7733-2f83876671d3,property
FloorRecreateFailed,BuiltInFailures.MassFailures.FloorRecreateFailed property,P:Autodesk.Revit.DB.BuiltInFailures.MassFailures.FloorRecreateFailed,The floor cannot be created.,Autodesk.Revit.DB,de55d6ab-1f3c-1b93-a841-2604cca63c9b,property
AnalyticalBusData,"AnalyticalBusData class, about AnalyticalBusData class",T:Autodesk.Revit.DB.Electrical.AnalyticalBusData,Represents the data and parameters of analytical bus node.,Autodesk.Revit.DB.Electrical,de5843fd-39a2-6a78-7c67-b9a592b404bb,class
AnalyticalEquipmentLoadData,Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData class,AllMembers.T:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData,,Autodesk.Revit.DB.Electrical,dece1c24-b224-822e-a4d0-1b98c5631265,class
GetDefaultLengthUnit,BaseImportOptions.GetDefaultLengthUnit method,M:Autodesk.Revit.DB.BaseImportOptions.GetDefaultLengthUnit,Get the default length unit used for importing unitless files.,Autodesk.Revit.DB,df064c95-5e8a-9073-f5c3-6ce74abb0c21,method
MepSpotCenterlineElevation,ParameterTypeId.MepSpotCenterlineElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepSpotCenterlineElevation,"""Spot Centerline Elevation"": used for both design and fabrication components",Autodesk.Revit.DB,df6fcf00-5df6-7f83-1238-9e91bea0599c,property
Mx,ReleaseConditions.Mx property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.Mx,Gets or Sets the Mx of the release type.,Autodesk.Revit.DB.Structure,e0c2da17-89e2-db63-811a-db05dbc94f99,property
SpatialElementDomainData,"SpatialElementDomainData class, about SpatialElementDomainData class",T:Autodesk.Revit.DB.SpatialElementDomainData,A base class for specific domain requirements for a spatial element.,Autodesk.Revit.DB,e0fdcb90-d17f-3c2b-2977-01772d4ee60a,class
ZoneElementDomainData,"ZoneElementDomainData class, methods",Methods.T:Autodesk.Revit.DB.Mechanical.ZoneElementDomainData,,Autodesk.Revit.DB.Mechanical,e1699d12-743d-7d58-669f-d16c0b0c1d01,methods
LayerTypeMaterialsParam,ParameterTypeId.LayerTypeMaterialsParam property,P:Autodesk.Revit.DB.ParameterTypeId.LayerTypeMaterialsParam,"""Material"": Material",Autodesk.Revit.DB,e201d97a-4472-3195-887b-c5f160d2af40,property
TypeId,ExternalDataInstanceRemovedFromDocumentEventArgs.TypeId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovedFromDocumentEventArgs.TypeId,The type id of the external data instance id that has been removed from Revit document.,Autodesk.Revit.DB.Events,e25fd057-595b-6121-c699-670850c7e5e5,property
BuiltInFailures.ZoneFailures,"BuiltInFailures.ZoneFailures class, properties",Properties.T:Autodesk.Revit.DB.BuiltInFailures.ZoneFailures,,Autodesk.Revit.DB,e2913f84-f417-c3f0-b130-f8666ededd6f,properties
FabricationSecondarySize,ParameterTypeId.FabricationSecondarySize property,P:Autodesk.Revit.DB.ParameterTypeId.FabricationSecondarySize,"""Size of Secondary End""",Autodesk.Revit.DB,e381f64e-432f-d0fc-3a7b-d13b8cea4ef8,property
ColumnHeaderHeight,ScheduleHeightsOnSheet.ColumnHeaderHeight property,P:Autodesk.Revit.DB.ScheduleHeightsOnSheet.ColumnHeaderHeight,"The height of all schedule header part, including the gap line between header and body.",Autodesk.Revit.DB,e4657939-ebcf-84d8-a277-9c0cd977808f,property
GetPolyloops,EnergyAnalysisOpening.GetPolyloops method,M:Autodesk.Revit.DB.Analysis.EnergyAnalysisOpening.GetPolyloops,Gets the collection of planar polygons describing the opening geometry.,Autodesk.Revit.DB.Analysis,e4c184ff-c645-2ddb-fd85-834e415efd14,method
STLImportOptions,,M:Autodesk.Revit.DB.STLImportOptions.#ctor,Constructs a new instance of STLImportOptions with default values of all properties.,Autodesk.Revit.DB,e4e217f0-ef77-4813-a009-0a2ecb60e681,
LevelAssociationData,Autodesk.Revit.DB.LevelAssociationData class,AllMembers.T:Autodesk.Revit.DB.LevelAssociationData,,Autodesk.Revit.DB,e5565b4e-f226-cc90-9696-5ae1c7fd1435,class
ReleaseConditions,,M:Autodesk.Revit.DB.Structure.ReleaseConditions.#ctor(System.Boolean),Creates a new instance of ReleaseConditions.,Autodesk.Revit.DB.Structure,e570d1d2-c65f-75a3-1215-808fab5db790,
AnalyticalElement,"AnalyticalElement class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalElement,,Autodesk.Revit.DB.Structure,e5afd723-f20a-caea-ff6b-535678f61272,methods
AnalyticalElement,"AnalyticalElement class, about AnalyticalElement class",T:Autodesk.Revit.DB.Structure.AnalyticalElement,Base class for a structural analytical elements. AnalyticalElement represents the analytical portion of a given Structural Element.,Autodesk.Revit.DB.Structure,e6a6d29a-9c26-2b3b-996e-213ae906a3af,class
CreateGreaterOrEqualRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateGreaterOrEqualRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document are greater than or equal to a certain value.,Autodesk.Revit.DB,e7549a8a-72bf-d4ef-e900-18e6b767882a,
AnalyticalPanelNotPlanar,BuiltInFailures.AnalyticalModelFailures.AnalyticalPanelNotPlanar property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.AnalyticalPanelNotPlanar,Analytical Panel is not planar.,Autodesk.Revit.DB,e7a6eb39-0033-015a-24dc-cc3ea162b2cb,property
StructuralRole,AnalyticalElement.StructuralRole property,P:Autodesk.Revit.DB.Structure.AnalyticalElement.StructuralRole,The enum value depicting structural role asigned to the Analytical Element.,Autodesk.Revit.DB.Structure,e7dfb391-f0d6-9aef-8ba9-b8f05e269329,property
TitleHeight,ScheduleHeightsOnSheet.TitleHeight property,P:Autodesk.Revit.DB.ScheduleHeightsOnSheet.TitleHeight,The height of schedule title on sheet view.,Autodesk.Revit.DB,e8056c32-6856-3fe9-c0f2-f1cf3f1b4b0a,property
AreaBasedLoadType,Autodesk.Revit.DB.Electrical.AreaBasedLoadType class,AllMembers.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadType,,Autodesk.Revit.DB.Electrical,e8bfadad-cbdc-b01f-544a-76fec7f908af,class
ElectricalAnalyticalNodeType,EquipmentLoad enumeration member,T:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNodeType,The type of electrical analytical node.,Autodesk.Revit.DB.Electrical,e8d6a74d-1b0e-5b79-a57b-5dab3e4d2d36,member
